term_id	lemma	cf	df
18542	primitive	29	28
18543	priorité	29	27
18544	promoteur	29	28
18545	préalable	29	28
18546	pâtir	29	29
18547	pédantisme	29	29
18548	péricliter	29	28
18549	pétulant	29	29
18550	rebondi	29	29
18551	recoller	29	25
18552	remisier	29	8
18553	remorqueur	29	19
18554	remuement	29	28
18555	renflouer	29	16
18556	reperdre	29	26
18557	roucouler	29	29
18558	rôtisseur	29	13
18559	sacre	29	22
18560	sanfédiste	29	16
18561	sapeur	29	21
18562	sarde	29	15
18563	soixante-dix-sept	29	26
18564	sornette	29	28
18565	stimulant	29	28
18566	superlatif	29	26
18567	surdité	29	23
18568	tatouer	29	27
18569	titré	29	27
18570	tolérable	29	28
18571	tonsure	29	24
18572	turpitude	29	29
18573	vaporiser	29	24
18574	vendetta	29	17
18575	verse	29	27
18576	véreux	29	23
18577	Églantine	29	21
18578	à la lumière de	29	29
18579	ébahi	29	28
18580	échafauder	29	29
18581	écharper	29	29
18582	écœurer	29	29
18583	égrillard	29	26
18584	émule	29	25
18585	étranglement	29	27
18586	œuvrer	29	29
18587	1841	28	20
18588	Adelstan	28	7
18589	Aline	28	6
18590	Archimède	28	26
18591	Arles	28	21
18592	Atala	28	5
18593	Balzac	28	20
18594	Banlœuvre	28	11
18595	Bec-Salé	28	3
18596	Boileau	28	25
18597	Branche-d'or	28	3
18598	Branne	28	6
18599	Burnes	28	16
18600	Camargo	28	9
18601	Cambeba	28	1
18602	Chandour	28	3
18603	Chantemesse	28	3
18604	Charles-Édouard	28	5
18605	Chatam	28	10
18606	Chaumette	28	12
18607	Clos-Marie	28	8
18608	Collot-d'Herbois	28	14
18609	Concertant	28	17
18610	Coq	28	20
18611	Cordillère	28	16
18612	Cormoran-Vert	28	8
18613	Corne	28	15
18614	Cornille	28	8
18615	Corses	28	18
18616	Cœlina	28	8
18617	Dab	28	1
18618	Dacoits	28	6
18619	Diogène	28	26
18620	Doublon	28	1
18621	Ducrot	28	9
18622	Entrecasteaux	28	14
18623	Ep-Nell	28	15
18624	Européen	28	23
18625	Fabvier	28	5
18626	Flory	28	5
18627	Fort-Providence	28	13
18628	Gall	28	21
18629	Garçonnet	28	5
18630	Gaujean	28	6
18631	Gaîté	28	15
18632	Gobain	28	1
18633	Guadet	28	15
18634	Guidobaldi	28	9
18635	Gustave-Adolphe	28	14
18636	Hazam	28	3
18637	Herculanum	28	19
18638	Hiley	28	1
18639	Huile	28	4
18640	Isis	28	25
18641	Islandais	28	20
18642	Jas-Meiffren	28	5
18643	Juxon	28	3
18644	Kouriles	28	12
18645	Laclos	28	10
18646	Lamarra	28	11
18647	Leipzig	28	23
18648	Locmaillé	28	6
18649	Maan	28	10
18650	Magne	28	10
18651	Makarief	28	4
18652	Malbois	28	4
18653	Marceau	28	14
18654	Marot	28	12
18655	Meaux	28	20
18656	Mercandon	28	3
18657	Michelet	28	24
18658	Mongat	28	2
18659	Monnier	28	18
18660	Morée	28	17
18661	Mouton	28	16
18662	Moynet	28	2
18663	Nantua	28	9
18664	Navarin	28	15
18665	Nemrod	28	28
18666	Nivernais	28	17
18667	Nouvelle-Galles	28	19
18668	Oregon	28	18
18669	Orphée	28	24
18670	Otello	28	16
18671	Paulet	28	5
18672	Pilate	28	19
18673	Pilloy	28	5
18674	Policar	28	5
18675	Porta	28	5
18676	Porte-Saint-Martin	28	17
18677	Prébaudet	28	1
18678	Rapp	28	8
18679	Reclus	28	27
18680	Sabran	28	12
18681	Saint-George	28	17
18682	Sainte-Sévère	28	19
18683	Salt	28	10
18684	Scotia	28	9
18685	Seyne	28	5
18686	Shangaï	28	13
18687	Simon-Bolivar	28	5
18688	Sous-chef	28	3
18689	Susquehanna	28	6
18690	Syracuse	28	24
18691	Taverna	28	13
18692	Tigre	28	13
18693	Tio-King	28	13
18694	Tlemcen	28	5
18695	Tomeo	28	9
18696	Touvois	28	13
18697	Vatican	28	23
18698	Velasco	28	16
18699	Ventre-saint-gris	28	25
18700	Vermont	28	8
18701	Vice	28	17
18702	Vieil	28	8
18703	Vivetière	28	4
18704	Watteau	28	19
18705	Westermann	28	9
18706	Zingara	28	7
18707	acariâtre	28	25
18708	adulation	28	26
18709	affolement	28	27
18710	agents de change	28	16
18711	artificieux	28	24
18712	attaché	28	28
18713	avant-bras	28	26
18714	aviateur	28	6
18715	aïe	28	20
18716	barder	28	27
18717	batteur	28	21
18718	beau-fils	28	19
18719	bielle	28	22
18720	braire	28	20
18721	breloque	28	26
18722	bêlement	28	26
18723	café-concert	28	20
18724	camion	28	18
18725	chamarrer	28	27
18726	cherté	28	25
18727	cigogne	28	20
18728	cinquième	28	26
18729	cluse	28	14
18730	collaboration	28	25
18731	complexion	28	27
18732	componction	28	25
18733	condisciple	28	25
18734	consultant	28	18
18735	continental	28	27
18736	contradicteur	28	23
18737	contrepoison	28	22
18738	coordonner	28	27
18739	cormoran	28	24
18740	cos	28	1
18741	cosmique	28	24
18742	crépitement	28	27
18743	dattier	28	21
18744	dentelure	28	28
18745	derechef	28	26
18746	destinataire	28	25
18747	diagonale	28	27
18748	diluvien	28	26
18749	dispersion	28	25
18750	distique	28	20
18751	distraitement	28	28
18752	divinatoire	28	26
18753	droit d'ainesse	28	24
18754	drosser	28	26
18755	débarras	28	26
18756	déchaînement	28	26
18757	décroissance	28	26
18758	démanteler	28	28
18759	démarcation	28	27
18760	démoralisation	28	25
18761	déplaisant	28	28
18762	déprimer	28	27
18763	dérivation	28	25
18764	désapprobation	28	27
18765	détonner	28	27
18766	embarcadère	28	22
18767	en deçà de	28	28
18768	enrubanner	28	28
18769	enterré	28	27
18770	escarcelle	28	25
18771	eunuque	28	19
18772	excité	28	27
18773	flageller	28	26
18774	fleuron	28	25
18775	frictionner	28	28
18776	frisure	28	27
18777	galibot	28	17
18778	ganse	28	26
18779	garcette	28	18
18780	garde-général	28	12
18781	gercer	28	28
18782	gig	28	5
18783	goudron	28	26
18784	goujon	28	22
18785	gouvernemental	28	27
18786	gracier	28	25
18787	grimer	28	26
18788	grippe	28	28
18789	grouillement	28	23
18790	généralissime	28	21
18791	havre	28	20
18792	herbeux	28	26
18793	honnir	28	26
18794	hétérogène	28	28
18795	imposition	28	21
18796	ingéniosité	28	25
18797	jeton	28	19
18798	junte	28	17
18799	képi	28	17
18800	lai	28	20
18801	laiton	28	24
18802	liquidateur	28	13
18803	liseron	28	23
18804	lubie	28	26
18805	lunch	28	25
18806	manivelle	28	20
18807	maori	28	11
18808	marseillais	28	22
18809	mercantile	28	27
18810	messeigneurs	28	21
18811	milan	28	22
18812	mimer	28	25
18813	moiteur	28	27
18814	molester	28	27
18815	montgolfière	28	7
18816	mufle	28	25
18817	mâchicoulis	28	23
18818	nutritif	28	25
18819	nécessiteux	28	28
18820	offensé	28	24
18821	officier de la légion d'honneur	28	26
18822	omnipotence	28	27
18823	opiner	28	26
18824	opposant	28	26
18825	orbe	28	22
18826	oublie	28	27
18827	paillasson	28	21
18828	palissandre	28	25
18829	papyrus	28	17
18830	parcimonieux	28	28
18831	passivement	28	28
18832	pendeloque	28	24
18833	phraséologie	28	25
18834	placé	28	28
18835	plat-bord	28	26
18836	pleutre	28	27
18837	poinçon	28	18
18838	porto	28	22
18839	posé	28	28
18840	poêlon	28	19
18841	précocité	28	27
18842	prédisposer	28	28
18843	prétoire	28	24
18844	psalmodier	28	28
18845	psychologique	28	24
18846	purpurin	28	21
18847	péruvien	28	22
18848	quatre-vingt-quinze	28	23
18849	quatre-vingt-trois	28	20
18850	rabot	28	22
18851	railroads	28	21
18852	renifler	28	22
18853	roupie	28	12
18854	roussâtre	28	27
18855	réparable	28	27
18856	réséda	28	24
18857	salle de bains	28	22
18858	salubrité	28	27
18859	sebkha	28	11
18860	secrétaire général	28	15
18861	secréter	28	27
18862	soc	28	27
18863	sourcilier	28	27
18864	statuer	28	26
18865	steamboat	28	12
18866	street	28	20
18867	stupéfiant	28	28
18868	supérieurement	28	25
18869	syncope	28	26
18870	thaler	28	9
18871	toscan	28	26
18872	trousser	28	26
18873	très-riche	28	25
18874	turbot	28	17
18875	usuel	28	27
18876	vaudevilliste	28	14
18877	verdict	28	18
18878	vestiaire	28	24
18879	vingt-cinquième	28	25
18880	visa	28	19
18881	visuel	28	26
18882	vitriol	28	18
18883	voyelle	28	17
18884	Éblé	28	9
18885	à-compte	28	27
18886	ébloui	28	28
18887	échiner	28	22
18888	édification	28	28
18889	églantier	28	27
18890	équinoxial	28	20
18891	étrenner	28	26
18892	évadé	28	27
18893	1875	27	23
18894	Aléoutiennes	27	14
18895	Anatolie	27	13
18896	Archer	27	7
18897	Argus	27	24
18898	Aristote	27	27
18899	Arlequin	27	23
18900	Auvray	27	15
18901	Barcot	27	2
18902	Barnabé	27	4
18903	Beaucaire	27	9
18904	Bielsa	27	7
18905	Blancs	27	12
18906	Bons	27	3
18907	Boris	27	11
18908	Bougainville	27	15
18909	Bâbord-Harbour	27	14
18910	Bébé	27	9
18911	Bœhmerwald	27	16
18912	Ciudad-Bolivar	27	14
18913	Clousier	27	2
18914	Coal-city	27	7
18915	Copenhague	27	19
18916	Crimée	27	20
18917	Crèvecœur	27	19
18918	Célèbes	27	13
18919	Dakota	27	9
18920	Dawendorf	27	13
18921	Dix-sept	27	21
18922	Dun	27	9
18923	Dutheil	27	6
18924	Enguerrand	27	10
18925	Esculape	27	24
18926	Ferté-Milon	27	14
18927	Fiesque	27	8
18928	Froissard	27	2
18929	Gaules	27	20
18930	Gracchus	27	8
18931	Griffe	27	13
18932	Hermod	27	8
18933	Hullin	27	10
18934	Hébé	27	15
18935	Jason	27	9
18936	Julienne	27	7
18937	Lancastre	27	19
18938	Lefebvre	27	13
18939	Lomond	27	11
18940	Louvois	27	18
18941	Lucioli	27	12
18942	Léonidas	27	24
18943	Madagascar	27	22
18944	Malet	27	2
18945	Marbeuf	27	9
18946	Marie-Caroline	27	13
18947	Massias	27	6
18948	Maugendre	27	6
18949	Messaline	27	22
18950	Misère	27	14
18951	Molicar	27	3
18952	Monaco	27	15
18953	Mongols	27	16
18954	Montereau	27	14
18955	Montferrat	27	11
18956	Montorgueil	27	17
18957	Mostaganem	27	8
18958	Mouzon	27	5
18959	Mûrier	27	4
18960	N	27	20
18961	Navarette	27	16
18962	Neva	27	9
18963	Népaul	27	14
18964	Papouas	27	10
18965	Phasie	27	5
18966	Plesa	27	10
18967	Poissonnière	27	23
18968	Ratonne	27	1
18969	Ritter	27	12
18970	Rouville	27	3
18971	Rémicourt	27	9
18972	Saint-Ferdinand	27	9
18973	Saint-Nicolas	27	20
18974	Saint-Vincent	27	17
18975	Samanon	27	6
18976	San-Martino	27	10
18977	San-Nicandro	27	9
18978	Sarcus	27	7
18979	Savoyard	27	18
18980	Seize	27	24
18981	Skydnam	27	4
18982	Slyper	27	2
18983	Snubbin	27	3
18984	Stone's-Hill	27	9
18985	Sylla	27	21
18986	Taskinar	27	3
18987	Tsar	27	18
18988	Vanneau	27	2
18989	Vouvray	27	7
18990	Weltevrede	27	15
18991	abatis	27	20
18992	agencer	27	26
18993	anticipé	27	25
18994	archéologie	27	23
18995	arrière-train	27	24
18996	ascensionniste	27	14
18997	attachant	27	27
18998	avanie	27	24
18999	bachique	27	26
19000	barbiche	27	27
19001	bison	27	19
19002	boulingrin	27	13
19003	brochette	27	25
19004	cadenasser	27	25
19005	calepin	27	21
19006	calfeutrer	27	27
19007	calife	27	17
19008	caverneux	27	25
19009	charivari	27	24
19010	charmeur	27	15
19011	chatterie	27	26
19012	choquant	27	27
19013	chorus	27	27
19014	chélonien	27	15
19015	circumpolaire	27	21
19016	contre-révolutionnaire	27	22
19017	contrescarpe	27	18
19018	couperosé	27	23
19019	crispation	27	27
19020	crânerie	27	26
19021	cuite	27	27
19022	culasse	27	23
19023	culot	27	13
19024	cérémonieusement	27	27
19025	demi-livre	27	24
19026	diacre	27	15
19027	diapré	27	27
19028	disparate	27	27
19029	disserter	27	24
19030	dodo	27	17
19031	domicilier	27	21
19032	druidique	27	23
19033	défait	27	27
19034	défaveur	27	24
19035	déflagration	27	22
19036	défrichement	27	23
19037	délayer	27	25
19038	dépouillement	27	24
19039	déprédation	27	26
19040	dévastateur	27	27
19041	efflorescence	27	27
19042	ego	27	25
19043	encadrant	27	27
19044	enliser	27	23
19045	entreprenant	27	25
19046	esclavagiste	27	16
19047	fenians	27	5
19048	ferronnerie	27	20
19049	filament	27	24
19050	fleurdelisé	27	26
19051	fluvial	27	24
19052	fois.	27	3
19053	frison	27	21
19054	friture	27	23
19055	fétiche	27	23
19056	fêler	27	26
19057	garde-fou	27	25
19058	giberne	27	20
19059	grattement	27	21
19060	grenat	27	25
19061	grouillant	27	27
19062	guidon	27	20
19063	guignon	27	24
19064	géologie	27	25
19065	harmoniait	27	26
19066	harmoniser	27	26
19067	horaire	27	24
19068	idéaliser	27	27
19069	imitateur	27	25
19070	importation	27	25
19071	inamovible	27	24
19072	indissolublement	27	25
19073	indompté	27	25
19074	inflexibilité	27	27
19075	intentionné	27	26
19076	intercession	27	25
19077	interrogatif	27	27
19078	irrigation	27	16
19079	janséniste	27	16
19080	junior	27	6
19081	lacer	27	25
19082	leurrer	27	25
19083	lividité	27	24
19084	lobe	27	24
19085	loquacité	27	26
19086	lé	27	15
19087	lézarder	27	27
19088	magnétiser	27	25
19089	maquereau	27	19
19090	mendicité	27	27
19091	minéralogie	27	23
19092	nankin	27	23
19093	narghilé	27	15
19094	nuancé	27	27
19095	octroi	27	21
19096	ogival	27	27
19097	ordre moral	27	26
19098	outrageusement	27	27
19099	outrecuidance	27	26
19100	par delà	27	22
19101	parfaire	27	27
19102	paria	27	25
19103	partialité	27	27
19104	patate	27	20
19105	patronner	27	24
19106	pectoral	27	24
19107	pensant	27	27
19108	philosophal	27	22
19109	pierrier	27	19
19110	poireau	27	18
19111	politiquement	27	24
19112	polype	27	21
19113	polémique	27	22
19114	populariser	27	25
19115	porphyre	27	26
19116	pour ce qui est de	27	26
19117	prestement	27	25
19118	progresser	27	26
19119	promouvoir	27	25
19120	pénal	27	19
19121	rabattu	27	26
19122	ramée	27	20
19123	rapin	27	11
19124	recherché	27	26
19125	rectification	27	22
19126	reverdir	27	26
19127	roidi	27	25
19128	ronflant	27	27
19129	rougeaud	27	26
19130	rugissant	27	27
19131	réconfortant	27	25
19132	résident	27	15
19133	salaud	27	24
19134	satiner	27	25
19135	satyre	27	26
19136	sinapisme	27	15
19137	soixante-dix-huit	27	25
19138	soixante-trois	27	23
19139	sommelier	27	17
19140	somptuosité	27	23
19141	stalactite	27	26
19142	sulfurique	27	14
19143	sylphide	27	26
19144	synthèse	27	21
19145	tafia	27	21
19146	tant qu'à	27	22
19147	temporiser	27	26
19148	titulaire	27	25
19149	torpille	27	18
19150	tâtonnant	27	27
19151	u	27	13
19152	ultérieurement	27	27
19153	universitaire	27	24
19154	vantail	27	26
19155	variante	27	26
19156	verbeux	27	26
19157	verdeur	27	27
19158	verdoyer	27	22
19159	violation	27	26
19160	vivandier	27	18
19161	volatiliser	27	25
19162	Écho	27	6
19163	Épicure	27	13
19164	à brûle-pourpoint	27	27
19165	à l'avenant	27	27
19166	éculer	27	23
19167	élocution	27	26
19168	époumoner	27	25
19169	1770	26	24
19170	1879	26	19
19171	Aden	26	12
19172	Ajax	26	26
19173	Alcibiade	26	22
19174	Ali-Pacha	26	15
19175	Amyntas	26	4
19176	Antée	26	25
19177	Babet	26	7
19178	Balan	26	10
19179	Basile	26	14
19180	Basso-Tomeo	26	6
19181	Bel	26	13
19182	Belzébuth	26	19
19183	Bessonnière	26	15
19184	Bettina	26	2
19185	Blond	26	9
19186	Calvi	26	7
19187	Capricorne	26	26
19188	Catholique	26	18
19189	Chapuzot	26	2
19190	Cher	26	18
19191	Corbeil	26	15
19192	Coupiau	26	2
19193	Dakkar	26	5
19194	Dalmatie	26	15
19195	Delille	26	17
19196	Descartes	26	24
19197	Devoir	26	13
19198	Dorpat	26	10
19199	Désir	26	15
19200	Electric	26	11
19201	Ervy	26	1
19202	Esposito	26	1
19203	Essex	26	9
19204	Fenice	26	11
19205	Friard	26	3
19206	Froidfond	26	1
19207	Ghangir	26	14
19208	Glengarry	26	5
19209	Gripper	26	10
19210	Harald	26	9
19211	Hartmann	26	9
19212	Indoustan	26	19
19213	Jaulnay	26	9
19214	Jemmy	26	4
19215	Kertsch	26	5
19216	Kissador	26	1
19217	Lacaille	26	7
19218	Langévol	26	3
19219	Las	26	7
19220	Listhnay	26	7
19221	Llorentz	26	6
19222	Locuste	26	9
19223	Lyonne	26	9
19224	Légé	26	15
19225	Madère	26	16
19226	Mahaouni	26	7
19227	Malines	26	17
19228	Malzac	26	6
19229	Maunganamu	26	4
19230	Mercier	26	18
19231	Merv	26	10
19232	Montargis	26	15
19233	Moor	26	13
19234	Mouchy	26	8
19235	Mouilleron	26	1
19236	Moulineaux	26	7
19237	Mourad	26	10
19238	Msélo-Tala-Tala	26	6
19239	Mussy	26	6
19240	Opposition	26	16
19241	Ortega	26	2
19242	Outavari	26	3
19243	P.-S.	26	26
19244	Panis	26	11
19245	Papeeté	26	2
19246	Papouasie	26	12
19247	Pelletier	26	17
19248	Pertinax	26	9
19249	Porto	26	18
19250	Primatice	26	9
19251	Procida	26	15
19252	Prudence	26	3
19253	Péloponnèse	26	12
19254	Ramel	26	8
19255	Rata	26	2
19256	Rhodes	26	21
19257	Ruby	26	9
19258	Saint-Chartier	26	16
19259	Sancho	26	23
19260	Scribe	26	11
19261	Senoûsistes	26	7
19262	Siegfrid	26	6
19263	Stirling	26	16
19264	Sucy	26	2
19265	Tabatinga	26	8
19266	Tante	26	6
19267	Tatan	26	7
19268	Thirion	26	5
19269	Thésée	26	23
19270	Tonga-Tabou	26	7
19271	Trevellyan	26	14
19272	Verchemont	26	11
19273	Vouillé	26	2
19274	Witherall	26	6
19275	Zaïre	26	15
19276	Zingarella	26	18
19277	Zô	26	5
19278	admonestation	26	24
19279	agreste	26	26
19280	alezan	26	20
19281	alligator	26	20
19282	allègre	26	24
19283	allégement	26	26
19284	alphabétique	26	19
19285	alternatif	26	25
19286	amble	26	18
19287	amputer	26	25
19288	amulette	26	25
19289	anoblir	26	24
19290	apocryphe	26	24
19291	approximatif	26	25
19292	ascétique	26	26
19293	atrocité	26	25
19294	aération	26	24
19295	babouche	26	22
19296	balayeur	26	25
19297	bandé	26	23
19298	barbaresque	26	21
19299	bayer	26	15
19300	bigot	26	21
19301	bilboquet	26	13
19302	binocle	26	14
19303	bombarder	26	23
19304	brûlé	26	25
19305	burette	26	14
19306	bêta	26	21
19307	cailler	26	21
19308	caparaçonner	26	26
19309	carafon	26	18
19310	chicorée	26	18
19311	chimpanzé	26	16
19312	chén'ral	26	3
19313	cilice	26	23
19314	cinquantième	26	24
19315	cloîtré	26	23
19316	cohésion	26	23
19317	comparution	26	24
19318	copiste	26	19
19319	coupe-jarret	26	17
19320	crible	26	22
19321	crédence	26	19
19322	crémier	26	3
19323	cure-dent	26	17
19324	destitution	26	22
19325	destructif	26	25
19326	déconfire	26	25
19327	déconfiture	26	24
19328	décorateur	26	23
19329	dégringolade	26	22
19330	déloyal	26	26
19331	déléguer	26	23
19332	déraison	26	25
19333	détracteur	26	24
19334	détraquement	26	21
19335	efféminer	26	25
19336	embrassé	26	26
19337	enclave	26	19
19338	encâblure	26	22
19339	enduit	26	22
19340	endurance	26	23
19341	enregistrement	26	18
19342	enroulement	26	23
19343	entraîneur	26	13
19344	estimation	26	24
19345	exaction	26	25
19346	exorcisme	26	23
19347	faisable	26	26
19348	faquir	26	4
19349	femmelette	26	24
19350	fâcherie	26	24
19351	fève	26	20
19352	gagne-pain	26	26
19353	glu	26	17
19354	grand-prévôt	26	4
19355	gruger	26	24
19356	guêpier	26	25
19357	géode	26	6
19358	habilleur	26	16
19359	hacienda	26	7
19360	hiéroglyphique	26	24
19361	ignivome	26	24
19362	imberbe	26	25
19363	improprement	26	25
19364	imprévoyant	26	26
19365	incolore	26	25
19366	incontesté	26	26
19367	inoubliable	26	26
19368	insidieux	26	26
19369	intraduisible	26	25
19370	inventorier	26	21
19371	irréconciliable	26	26
19372	jaillissant	26	25
19373	jubilation	26	25
19374	lopin	26	23
19375	lutiner	26	23
19376	malséant	26	26
19377	marmotte	26	25
19378	martin-pêcheur	26	26
19379	maréchal-des-logis	26	12
19380	matérialisme	26	22
19381	mensuel	26	25
19382	messagerie	26	20
19383	mésange	26	19
19384	mésintelligence	26	25
19385	n'empêche que	26	24
19386	naufrager	26	25
19387	noël	26	18
19388	nébuleuse	26	18
19389	offensant	26	25
19390	omission	26	23
19391	onaggas	26	11
19392	paré	26	25
19393	patiner	26	22
19394	per	26	21
19395	percée	26	25
19396	pestilentiel	26	24
19397	plaidoirie	26	16
19398	pluvial	26	24
19399	poissonnerie	26	6
19400	ponctuer	26	24
19401	poutrelle	26	17
19402	pressurer	26	25
19403	prismatique	26	23
19404	prélart	26	17
19405	prôner	26	25
19406	pylône	26	13
19407	qui plus est	26	26
19408	rayure	26	25
19409	raz	26	21
19410	recruteur	26	13
19411	remordre	26	26
19412	revaloir	26	25
19413	revendication	26	23
19414	rigorisme	26	26
19415	réfléchi	26	26
19416	réformateur	26	22
19417	sainement	26	23
19418	saisissable	26	26
19419	sentencieux	26	25
19420	sorbet	26	22
19421	soumis	26	25
19422	sous-directeur	26	8
19423	spoliation	26	22
19424	suant	26	25
19425	supposable	26	25
19426	surcot	26	8
19427	surenchère	26	15
19428	suzerain	26	25
19429	séquestre	26	22
19430	tam-tam	26	23
19431	tanner	26	24
19432	tentant	26	26
19433	terre-neuve	26	18
19434	tester	26	17
19435	timbale	26	16
19436	timon	26	23
19437	tourbillonnant	26	23
19438	trahi	26	25
19439	tripoter	26	24
19440	très-cher	26	23
19441	tumultueusement	26	25
19442	téléphonique	26	14
19443	urbanité	26	24
19444	venant	26	25
19445	vieillerie	26	25
19446	vigogne	26	12
19447	vingt-septième	26	23
19448	vingt-sixième	26	19
19449	x	26	13
19450	échasse	26	18
19451	écot	26	24
19452	écrasé	26	26
19453	émolument	26	20
19454	énervant	26	23
19455	éraflure	26	24
19456	α	26	1
19457	'de	25	13
19458	1772	25	20
19459	1807	25	25
19460	1855	25	20
19461	33	25	22
19462	70	25	18
19463	Aignan	25	20
19464	Altamura	25	7
19465	Amyot	25	11
19466	Andria	25	7
19467	Apure	25	9
19468	Armgard	25	5
19469	Armilly	25	12
19470	Arts	25	18
19471	Auxerre	25	16
19472	Balfour	25	7
19473	Basine	25	1
19474	Baudoin	25	13
19475	Bayeux	25	14
19476	Boit-sans-Soif	25	3
19477	Boucard	25	2
19478	Bouffons	25	14
19479	Bounty	25	3
19480	Boursonne	25	16
19481	Brambourg	25	3
19482	Braulard	25	2
19483	Brumley	25	4
19484	Bègue	25	13
19485	Bénévent	25	14
19486	Cambrai	25	20
19487	Camy-Lamotte	25	3
19488	Cannes	25	17
19489	Cent-Jours	25	17
19490	Ceyzeriat	25	12
19491	Cha-Coua	25	12
19492	Chevrotte	25	8
19493	Cinq-Cents	25	18
19494	Cloche-Percée	25	9
19495	Colombier	25	10
19496	Coran	25	23
19497	Cornoiller	25	1
19498	Custine	25	14
19499	Dammartin	25	16
19500	Damoclès	25	23
19501	Danaco	25	3
19502	Dayelle	25	2
19503	Dubreuil	25	10
19504	Floing	25	8
19505	Garonne	25	15
19506	Gazelle	25	5
19507	Gensonné	25	14
19508	Givonne	25	10
19509	Gladiator	25	15
19510	Goethe	25	20
19511	Guéret	25	18
19512	Haut-Amazone	25	13
19513	J.-R.	25	5
19514	Jacinthe	25	6
19515	Jackson	25	20
19516	Jarvis	25	7
19517	Job	25	21
19518	Juanito	25	1
19519	Kachgar	25	9
19520	Kane	25	18
19521	Kopje	25	15
19522	Lachesnaye	25	4
19523	Larnac	25	10
19524	Lattakou	25	7
19525	Lee	25	14
19526	Leib	25	13
19527	Livonienne	25	10
19528	Lvii	25	25
19529	Légende	25	11
19530	Mammoth	25	5
19531	Manfred	25	23
19532	Martyrs	25	16
19533	Maures	25	22
19534	Mississipi	25	20
19535	Montcrabeau	25	7
19536	Méditation	25	18
19537	Nouvelle-Calédonie	25	17
19538	Office	25	17
19539	Ogden	25	9
19540	Pagano	25	10
19541	Paris-Bonheur	25	6
19542	Park	25	12
19543	Pater	25	22
19544	Pauquet	25	6
19545	Peirotte	25	6
19546	Perche	25	20
19547	Petite-Syrte	25	10
19548	Peyronnet	25	15
19549	Pharès	25	13
19550	Pompéi	25	22
19551	Porte	25	18
19552	Proctor	25	4
19553	Qué	25	14
19554	Rjukanfos	25	9
19555	Rochefontaine	25	4
19556	Rolande	25	16
19557	Saint-Dominique	25	15
19558	Saluces	25	8
19559	Scudéry	25	12
19560	Seldon	25	8
19561	Sibérienne	25	11
19562	Solern	25	1
19563	Souris	25	4
19564	Sport-terrace	25	14
19565	Tancrède	25	14
19566	Tircis	25	3
19567	Trankel	25	1
19568	Ui	25	6
19569	Vicaria	25	10
19570	Walker	25	14
19571	Werther	25	19
19572	Westphalie	25	12
19573	accroc	25	24
19574	achalandé	25	24
19575	affiner	25	24
19576	alaskienne	25	17
19577	aléa	25	24
19578	amidon	25	12
19579	approximativement	25	24
19580	arlequin	25	16
19581	assainir	25	23
19582	au spectacle de	25	25
19583	avortement	25	22
19584	azuré	25	25
19585	babiole	25	23
19586	baby	25	14
19587	bacchante	25	20
19588	belette	25	20
19589	berrichon	25	20
19590	bistouri	25	18
19591	bobèche	25	21
19592	bonnetier	25	15
19593	boutre	25	2
19594	boxeur	25	14
19595	briguer	25	25
19596	caban	25	16
19597	campieri	25	12
19598	canevas	25	20
19599	capiteux	25	23
19600	caractérisé	25	25
19601	catafalque	25	21
19602	catégorique	25	25
19603	centig	25	19
19604	chi	25	15
19605	cimeterre	25	20
19606	civilement	25	25
19607	cohéritier	25	16
19608	collectionner	25	17
19609	colombien	25	19
19610	colombier	25	23
19611	coloniser	25	22
19612	commanditaire	25	18
19613	commutation	25	17
19614	compasser	25	25
19615	compulser	25	23
19616	concubin	25	21
19617	confit	25	23
19618	consonne	25	17
19619	coriace	25	25
19620	cotiser	25	21
19621	couturer	25	24
19622	criée	25	10
19623	croisillon	25	17
19624	crécelle	25	22
19625	câliner	25	23
19626	cénacle	25	17
19627	demi-sourire	25	24
19628	dialoguer	25	24
19629	difformité	25	24
19630	disproportionné	25	25
19631	débarcadère	25	23
19632	débusquer	25	24
19633	décrépit	25	24
19634	dégeler	25	21
19635	déhancher	25	24
19636	délateur	25	21
19637	démériter	25	23
19638	dénommer	25	25
19639	encalminé	25	20
19640	endolori	25	25
19641	englober	25	25
19642	enrôlement	25	18
19643	extorquer	25	23
19644	factotum	25	25
19645	fagoter	25	23
19646	farci	25	23
19647	filandreux	25	24
19648	foot	25	4
19649	fourchu	25	25
19650	fracassé	25	24
19651	franc-maçon	25	21
19652	fulmicoton	25	16
19653	gitanos	25	14
19654	glapissement	25	24
19655	gloriole	25	25
19656	gluant	25	24
19657	goujat	25	25
19658	goupillon	25	21
19659	gouttelette	25	23
19660	grassement	25	23
19661	griffon	25	21
19662	grognon	25	25
19663	groseille	25	19
19664	grêlon	25	17
19665	hidalgo	25	16
19666	hip	25	12
19667	houp	25	21
19668	hutin	25	7
19669	hybride	25	23
19670	hémicycle	25	19
19671	hétéroclite	25	25
19672	imaginatif	25	25
19673	iman	25	13
19674	impopularité	25	24
19675	improper	25	4
19676	in-folio	25	21
19677	inacceptable	25	24
19678	infusoire	25	16
19679	inopiné	25	25
19680	intolérant	25	24
19681	intégral	25	18
19682	jonchée	25	24
19683	larmoyant	25	25
19684	larve	25	24
19685	licencieux	25	20
19686	lithographie	25	19
19687	logette	25	20
19688	léser	25	24
19689	léthargique	25	24
19690	marital	25	20
19691	matois	25	23
